Song,Artist,Country,Year,Language,Grand Final Place,Grand Final Points,Semifinal,Semifinal Place,Semifinal Points
Haba Haba,Stella Mwangi,Norway,2011,English,,0.0,1.0,17.0,30.0
Haba Haba,Stella Mwangi,Norway,2011,Swahili,,0.0,1.0,17.0,30.0
Jestem,Magdalena Tul,Poland,2011,Polish,,0.0,1.0,19.0,18.0
A luta é alegria,Homens da Luta,Portugal,2011,Portuguese,,0.0,1.0,18.0,22.0
Change,Hotel FM,Romania,2011,English,17.0,77.0,2.0,4.0,111.0
Get You,Alexey Vorobyov,Russia,2011,English,16.0,77.0,1.0,9.0,64.0
Get You,Alexey Vorobyov,Russia,2011,Russian,16.0,77.0,1.0,9.0,64.0
Stand By,Senit,San Marino,2011,English,,0.0,1.0,16.0,34.0
Čaroban (Чаробан),Nina,Serbia,2011,Serbian,14.0,85.0,1.0,8.0,67.0
I'm Still Alive,TWiiNS,Slovakia,2011,English,,0.0,2.0,13.0,48.0
No One,Maja Keuc,Slovenia,2011,English,13.0,96.0,2.0,3.0,112.0
Que me quiten lo bailao,Lucía Pérez,Spain,2011,Spanish,23.0,50.0,,,
Popular,Eric Saade,Sweden,2011,English,3.0,185.0,2.0,1.0,155.0
In Love for a While,Anna Rossinelli,Switzerland,2011,English,25.0,19.0,1.0,10.0,55.0
Live It Up,Yüksek Sadakat,Turkey,2011,English,,0.0,1.0,13.0,47.0
Angel,Mika Newton,Ukraine,2011,English,4.0,159.0,2.0,6.0,81.0
I Can,Blue,United Kingdom,2011,English,11.0,100.0,,,
Suus,Rona Nishliu,Albania,2012,Albanian,5.0,146.0,1.0,2.0,146.0
Woki mit deim Popo,Trackshittaz,Austria,2012,German,,0.0,1.0,18.0,8.0
When the Music Dies,Sabina Babayeva,Azerbaijan,2012,English,4.0,150.0,,,
We Are the Heroes,Litesound,Belarus,2012,English,,0.0,,16.0,35.0
Would You?,Iris,Belgium,2012,English,,0.0,1.0,17.0,16.0
Korake ti znam,Maya Sar,Bosnia and Herzegovina,2012,Bosnian,18.0,55.0,,6.0,77.0
Love Unlimited,Sofi Marinova,Bulgaria,2012,Bulgarian,,0.0,,11.0,45.0
Nebo,Nina Badrić,Croatia,2012,Croatian,,0.0,,12.0,42.0
La La Love,Ivi Adamou,Cyprus,2012,English,16.0,65.0,1.0,7.0,91.0
Should've Known Better,Soluna Samay,Denmark,2012,English,23.0,21.0,1.0,9.0,63.0
Kuula,Ott Lepland,Estonia,2012,Estonian,6.0,120.0,,4.0,100.0
När jag blundar,Pernilla Karlsson,Finland,2012,Swedish,,0.0,1.0,12.0,41.0
Echo (You and I),Anggun,France,2012,French,22.0,21.0,,,
Echo (You and I),Anggun,France,2012,English,22.0,21.0,,,
I'm a Joker,Anri Jokhadze,Georgia,2012,English,,0.0,,14.0,36.0
I'm a Joker,Anri Jokhadze,Georgia,2012,Georgian,,0.0,,14.0,36.0
Standing Still,Roman Lob,Germany,2012,English,8.0,110.0,,,
Aphrodisiac,Eleftheria Eleftheriou,Greece,2012,English,17.0,64.0,1.0,4.0,116.0
Sound of Our Hearts,Compact Disco,Hungary,2012,English,24.0,19.0,1.0,10.0,52.0
Never Forget,Greta Salóme and Jónsi,Iceland,2012,English,20.0,46.0,1.0,8.0,75.0
Waterline,Jedward,Ireland,2012,English,19.0,46.0,1.0,6.0,92.0
Time,Izabo,Israel,2012,English,,0.0,1.0,13.0,33.0
Time,Izabo,Israel,2012,Hebrew,,0.0,1.0,13.0,33.0
L'amore è femmina (Out of Love),Nina Zilli,Italy,2012,English,9.0,101.0,,,
L'amore è femmina (Out of Love),Nina Zilli,Italy,2012,Italian,9.0,101.0,,,
Beautiful Song,Anmary,Latvia,2012,English,,0.0,1.0,16.0,17.0
Love Is Blind,Donny Montell,Lithuania,2012,English,14.0,70.0,2.0,3.0,104.0
This Is the Night,Kurt Calleja,Malta,2012,English,21.0,41.0,2.0,7.0,70.0
Lăutar,Pasha Parfeny,Moldova,2012,English,11.0,81.0,1.0,5.0,100.0
Euro Neuro,Rambo Amadeus,Montenegro,2012,English,,0.0,1.0,15.0,20.0
You and Me,Joan Franka,Netherlands,2012,English,,0.0,2.0,15.0,35.0
Crno i belo (Црно и бело),Kaliopi,North Macedonia,2012,Macedonian,13.0,71.0,2.0,9.0,53.0
Stay,Tooji,Norway,2012,English,26.0,7.0,2.0,10.0,45.0
Vida minha,Filipa Sousa,Portugal,2012,Portuguese,,0.0,2.0,13.0,39.0
Zaleilah,Mandinga,Romania,2012,Spanish,12.0,71.0,1.0,3.0,120.0
Zaleilah,Mandinga,Romania,2012,English,12.0,71.0,1.0,3.0,120.0
Party for Everybody,Buranovskiye Babushki,Russia,2012,Udmurt,2.0,259.0,1.0,1.0,152.0
Party for Everybody,Buranovskiye Babushki,Russia,2012,English,2.0,259.0,1.0,1.0,152.0
The Social Network Song (Oh Oh – Uh - Oh Oh),Valentina Monetta,San Marino,2012,English,,0.0,1.0,14.0,31.0
Nije ljubav stvar (Није љубав ствар),Željko Joksimović,Serbia,2012,Serbian,3.0,214.0,2.0,2.0,159.0
Don't Close Your Eyes,Max Jason Mai,Slovakia,2012,English,,0.0,2.0,18.0,22.0
Verjamem,Eva Boto,Slovenia,2012,Slovene,,0.0,2.0,17.0,31.0
Quédate conmigo (Stay With Me),Pastora Soler,Spain,2012,Spanish,10.0,97.0,,,
Euphoria,Loreen,Sweden,2012,English,1.0,372.0,2.0,1.0,181.0
Unbreakable,Sinplus,Switzerland,2012,English,,0.0,1.0,11.0,45.0
Love Me Back,Can Bonomo,Turkey,2012,English,7.0,112.0,2.0,5.0,80.0
Be My Guest,Gaitana,Ukraine,2012,English,15.0,65.0,2.0,8.0,64.0
Love Will Set You Free,Engelbert Humperdinck,United Kingdom,2012,English,25.0,12.0,,,
Identitet,Adrian Lulgjuraj & Bledar Sejko,Albania,2013,Albanian,,0.0,2.0,15.0,31.0
Lonely Planet,Dorians,Armenia,2013,English,18.0,41.0,2.0,7.0,69.0
Shine,Natália Kelly,Austria,2013,English,,0.0,1.0,14.0,27.0
Hold Me,Farid Mammadov,Azerbaijan,2013,English,2.0,234.0,2.0,1.0,139.0
Solayoh,Alyona Lanskaya,Belarus,2013,English,16.0,48.0,1.0,7.0,64.0
Love Kills,Roberto Bellarosa,Belgium,2013,English,12.0,71.0,1.0,5.0,75.0
Samo shampioni (Само шампиони),Elitsa Todorova & Stoyan Yankoulov,Bulgaria,2013,Bulgarian,,0.0,2.0,12.0,45.0
Mižerja,Klapa s Mora,Croatia,2013,Croatian,,0.0,1.0,13.0,38.0
An me thimasai (Aν με θυμάσαι),Despina Olympiou,Cyprus,2013,Greek,,0.0,1.0,15.0,11.0
Only Teardrops,Emmelie de Forest,Denmark,2013,English,1.0,281.0,1.0,1.0,167.0
Et uus saaks alguse,Birgit,Estonia,2013,Estonian,20.0,19.0,1.0,10.0,52.0
Marry Me,Krista Siegfrids,Finland,2013,English,24.0,13.0,2.0,9.0,64.0
L'enfer et moi,Amandine Bourgeois,France,2013,French,23.0,14.0,,,
Waterfall,Nodi Tatishvili and Sophie Gelovani,Georgia,2013,English,15.0,50.0,2.0,10.0,63.0
Glorious,Cascada,Germany,2013,English,21.0,18.0,,,
Alcohol Is Free,Koza Mostra feat. Agathon Iakovidis,Greece,2013,Greek,6.0,152.0,2.0,2.0,121.0
Kedvesem (Zoohacker Remix),ByeAlex,Hungary,2013,Hungarian,10.0,84.0,2.0,8.0,66.0
Ég á líf,Eythor Ingi,Iceland,2013,Icelandic,17.0,47.0,2.0,6.0,72.0
Only Love Survives,Ryan Dolan,Ireland,2013,English,26.0,5.0,1.0,8.0,54.0
Rak Bishvilo (רק בשבילו),Moran Mazor,Israel,2013,Hebrew,,0.0,2.0,14.0,40.0
L'essenziale,Marco Mengoni,Italy,2013,Italian,7.0,126.0,,,
Here We Go,PeR,Latvia,2013,English,,0.0,2.0,17.0,13.0
Something,Andrius Pojavis,Lithuania,2013,English,22.0,17.0,1.0,9.0,53.0
Tomorrow,Gianluca,Malta,2013,English,8.0,120.0,2.0,4.0,118.0
O mie,Aliona Moon,Moldova,2013,Romanian,11.0,71.0,1.0,4.0,95.0
Igranka (Игранка),Who See,Montenegro,2013,Montenegrin,,0.0,1.0,12.0,41.0
Birds,Anouk,Netherlands,2013,English,9.0,114.0,1.0,6.0,75.0
Pred da se razdeni (Пред да се раздени),Esma & Lozano,North Macedonia,2013,Macedonian,,0.0,2.0,16.0,28.0
Pred da se razdeni (Пред да се раздени),Esma & Lozano,North Macedonia,2013,Romani,,0.0,2.0,16.0,28.0
I Feed You My Love,Margaret Berger,Norway,2013,English,4.0,191.0,2.0,3.0,120.0
It's My Life,Cezar,Romania,2013,English,13.0,65.0,2.0,4.0,83.0
What If,Dina Garipova,Russia,2013,English,5.0,174.0,1.0,2.0,156.0
Crisalide (Vola),Valentina Monetta,San Marino,2013,Italian,,0.0,2.0,11.0,47.0
Ljubav je svuda (Љубав је свуда),Moje 3,Serbia,2013,Serbian,,0.0,1.0,11.0,46.0
Straight into Love,Hannah,Slovenia,2013,English,,0.0,1.0,16.0,8.0
Contigo hasta el final,ESDM,Spain,2013,Spanish,25.0,8.0,,,
You,Robin Stjernberg,Sweden,2013,English,14.0,62.0,,,
You and Me,Takasa,Switzerland,2013,English,,0.0,2.0,13.0,41.0
Gravity,Zlata Ognevich,Ukraine,2013,English,3.0,214.0,2.0,3.0,140.0
Believe in Me,Bonnie Tyler,United Kingdom,2013,English,19.0,23.0,,,
One Night's Anger,Hersi,Albania,2014,English,,0.0,1.0,15.0,22.0
Not Alone,Aram MP3,Armenia,2014,English,4.0,174.0,1.0,4.0,121.0
Rise Like a Phoenix,Conchita Wurst,Austria,2014,English,1.0,290.0,2.0,1.0,169.0
Start a Fire,Dilara Kazimova,Azerbaijan,2014,English,22.0,33.0,1.0,9.0,57.0
Cheesecake,Teo,Belarus,2014,English,16.0,43.0,2.0,5.0,87.0
Mother,Axel Hirsoux,Belgium,2014,English,,0.0,1.0,14.0,28.0
Cliché Love Song,Basim,Denmark,2014,English,9.0,74.0,,,
Amazing,Tanja,Estonia,2014,English,,0.0,1.0,12.0,36.0
Something Better,Softengine,Finland,2014,English,11.0,72.0,2.0,3.0,97.0
Moustache,TWIN TWIN,France,2014,French,26.0,2.0,,,
Three Minutes to Earth,The Shin and Mariko,Georgia,2014,English,,0.0,2.0,15.0,15.0
Is It Right,Elaiza,Germany,2014,English,18.0,39.0,,,
Rise Up,Freaky Fortune feat. RiskyKidd,Greece,2014,English,20.0,35.0,2.0,7.0,74.0
Running,András Kállay-Saunders,Hungary,2014,English,5.0,143.0,1.0,3.0,127.0
No Prejudice,Pollapönk,Iceland,2014,English,15.0,58.0,1.0,8.0,61.0
Heartbeat,Can-Linn feat. Kasey Smith,Ireland,2014,English,,0.0,2.0,12.0,35.0
Same Heart,Mei Finegold,Israel,2014,English,,0.0,2.0,14.0,19.0
Same Heart,Mei Finegold,Israel,2014,Hebrew,,0.0,2.0,14.0,19.0
La mia città,Emma,Italy,2014,Italian,21.0,33.0,,,
Cake to Bake,Aarzemnieki,Latvia,2014,English,,0.0,1.0,13.0,33.0
Attention,Vilija,Lithuania,2014,English,,0.0,2.0,11.0,36.0
Coming Home,Firelight,Malta,2014,English,23.0,32.0,2.0,9.0,63.0
Wild Soul,Cristina Scarlat,Moldova,2014,English,,0.0,1.0,16.0,13.0
Moj svijet (Мој свијет),Sergej Ćetković,Montenegro,2014,Montenegrin,19.0,37.0,1.0,7.0,63.0
Calm After the Storm,The Common Linnets,Netherlands,2014,English,2.0,238.0,1.0,1.0,150.0
To the Sky,Tijana,North Macedonia,2014,English,,0.0,2.0,13.0,33.0
Silent Storm,Carl Espen,Norway,2014,English,8.0,88.0,2.0,6.0,77.0
My Słowianie – We Are Slavic,Donatan & Cleo,Poland,2014,Polish,14.0,62.0,2.0,8.0,70.0
My Słowianie – We Are Slavic,Donatan & Cleo,Poland,2014,English,14.0,62.0,2.0,8.0,70.0
Quero ser tua,Suzy,Portugal,2014,Portuguese,,0.0,1.0,11.0,39.0
Miracle,Paula Seling & Ovi,Romania,2014,English,12.0,72.0,2.0,2.0,125.0
Shine,Tolmachevy Sisters,Russia,2014,English,7.0,89.0,1.0,6.0,63.0
Maybe,Valentina Monetta,San Marino,2014,English,24.0,14.0,1.0,10.0,40.0
Round and Round,Tinkara Kovač,Slovenia,2014,English,25.0,9.0,2.0,10.0,52.0
Round and Round,Tinkara Kovač,Slovenia,2014,Slovene,25.0,9.0,2.0,10.0,52.0
Dancing in the Rain,Ruth Lorenzo,Spain,2014,English,10.0,74.0,,,
Dancing in the Rain,Ruth Lorenzo,Spain,2014,Spanish,10.0,74.0,,,
Undo,Sanna Nielsen,Sweden,2014,English,3.0,218.0,1.0,2.0,131.0
Hunter of Stars,Sebalter,Switzerland,2014,English,13.0,64.0,2.0,4.0,92.0
Tick-Tock,Mariya Yaremchuk,Ukraine,2014,English,6.0,113.0,1.0,5.0,118.0
Children of the Universe,Molly Smitten-Downes,United Kingdom,2014,English,17.0,40.0,,,
I'm Alive,Elhaida Dani,Albania,2015,English,17.0,34.0,1.0,10.0,62.0
Face the Shadow,Genealogy,Armenia,2015,English,16.0,34.0,1.0,7.0,77.0
Tonight Again,Guy Sebastian,Australia,2015,English,5.0,196.0,,,
I Am Yours,The Makemakes,Austria,2015,English,26.0,0.0,,,
Hour of the Wolf,Elnur Huseynov,Azerbaijan,2015,English,12.0,49.0,2.0,10.0,53.0
Time,Uzari & Maimuna,Belarus,2015,English,,0.0,1.0,12.0,39.0
Rhythm Inside,Loïc Nottet,Belgium,2015,English,4.0,217.0,1.0,2.0,149.0
One Thing I Should Have Done,John Karayiannis,Cyprus,2015,English,22.0,11.0,2.0,6.0,87.0
Hope Never Dies,Marta Jandová & Václav Noid Bárta,Czech Republic,2015,English,,0.0,2.0,13.0,33.0
The Way You Are,Anti Social Media,Denmark,2015,English,,0.0,1.0,13.0,33.0
Goodbye to Yesterday,Elina Born & Stig Rästa,Estonia,2015,English,7.0,106.0,1.0,3.0,105.0
Aina mun pitää,Pertti Kurikan Nimipäivät,Finland,2015,Finnish,,0.0,1.0,16.0,13.0
N'oubliez pas,Lisa Angell,France,2015,French,25.0,4.0,,,
Warrior,Nina Sublatti,Georgia,2015,English,11.0,51.0,1.0,4.0,98.0
Black Smoke,Ann Sophie,Germany,2015,English,27.0,0.0,,,
One Last Breath,Maria Elena Kyriakou,Greece,2015,English,19.0,23.0,1.0,6.0,81.0
Wars for Nothing,Boggie,Hungary,2015,English,20.0,19.0,1.0,8.0,67.0
Unbroken,Maria Olafs,Iceland,2015,English,,0.0,2.0,15.0,14.0
Playing with Numbers,Molly Sterling,Ireland,2015,English,,0.0,2.0,12.0,35.0
Golden Boy,Nadav Guedj,Israel,2015,English,9.0,97.0,2.0,3.0,151.0
Grande amore,Il Volo,Italy,2015,Italian,3.0,292.0,,,
Love Injected,Aminata,Latvia,2015,English,6.0,186.0,2.0,2.0,155.0
This Time,Monika Linkytė & Vaidas Baumila,Lithuania,2015,English,18.0,30.0,2.0,7.0,67.0
Warrior,Amber,Malta,2015,English,,0.0,2.0,11.0,43.0
I Want Your Love,Eduard Romanyuta,Moldova,2015,English,,0.0,1.0,11.0,41.0
Adio,Knez,Montenegro,2015,Montenegrin,13.0,44.0,2.0,9.0,57.0
Walk Along,Trijntje Oosterhuis,Netherlands,2015,English,,0.0,1.0,14.0,33.0
Autumn Leaves,Daniel Kajmakoski,North Macedonia,2015,English,,0.0,1.0,15.0,28.0
A Monster Like Me,Mørland & Debrah Scarlett,Norway,2015,English,8.0,102.0,2.0,4.0,123.0
In the Name of Love,Monika Kuszyńska,Poland,2015,English,23.0,10.0,2.0,8.0,57.0
Há um mar que nos separa,Leonor Andrade,Portugal,2015,Portuguese,,0.0,2.0,14.0,19.0
De la capăt,Voltaj,Romania,2015,Romanian,15.0,35.0,1.0,5.0,89.0
De la capăt,Voltaj,Romania,2015,English,15.0,35.0,1.0,5.0,89.0
A Million Voices,Polina Gagarina,Russia,2015,English,2.0,303.0,1.0,1.0,182.0
Chain of Lights,Anita Simoncini & Michele Perniola,San Marino,2015,English,,0.0,2.0,16.0,11.0
Beauty Never Lies,Bojana Stamenov,Serbia,2015,English,10.0,53.0,1.0,9.0,63.0
Here for You,Maraaya,Slovenia,2015,English,14.0,39.0,2.0,5.0,92.0
Amanecer,Edurne,Spain,2015,Spanish,21.0,15.0,,,
Heroes,Måns Zelmerlöw,Sweden,2015,English,1.0,365.0,2.0,1.0,217.0
Time to Shine,Mélanie René,Switzerland,2015,English,,0.0,2.0,17.0,4.0
Still in Love with You,Electro Velvet,United Kingdom,2015,English,24.0,5.0,,,
Fairytale,Eneda Tarifa,Albania,2016,English,,0.0,2.0,16.0,45.0
LoveWave,Iveta Mukuchyan,Armenia,2016,English,7.0,249.0,1.0,2.0,243.0
Sound of Silence,Dami Im,Australia,2016,English,2.0,511.0,2.0,1.0,330.0
Loin d'ici,Zoë,Austria,2016,French,13.0,151.0,1.0,7.0,170.0
Miracle,Samra,Azerbaijan,2016,English,17.0,117.0,1.0,6.0,185.0
Help You Fly,Ivan,Belarus,2016,English,,0.0,2.0,12.0,84.0
What's the Pressure,Laura Tesoro,Belgium,2016,English,10.0,181.0,2.0,3.0,274.0
Ljubav je,Dalal & Deen feat. Ana Rucner and Jala,Bosnia and Herzegovina,2016,Bosnian,,0.0,1.0,11.0,104.0
If Love Was a Crime,Poli Genova,Bulgaria,2016,English,4.0,307.0,2.0,5.0,220.0
If Love Was a Crime,Poli Genova,Bulgaria,2016,Bulgarian,4.0,307.0,2.0,5.0,220.0
Lighthouse,Nina Kraljić,Croatia,2016,English,23.0,73.0,1.0,10.0,133.0
Alter Ego,Minus One,Cyprus,2016,English,21.0,96.0,1.0,8.0,164.0
I Stand,Gabriela Gunčíková,Czech Republic,2016,English,25.0,41.0,1.0,9.0,161.0
Soldiers of Love,Lighthouse X,Denmark,2016,English,,0.0,2.0,17.0,34.0
Play,Jüri Pootsmann,Estonia,2016,English,,0.0,1.0,18.0,24.0
Sing It Away,Sandhja,Finland,2016,English,,0.0,1.0,15.0,51.0
J'ai cherché,Amir,France,2016,French,6.0,257.0,,,
J'ai cherché,Amir,France,2016,English,6.0,257.0,,,
Midnight Gold,Nika Kocharov & Young Georgian Lolitaz,Georgia,2016,English,20.0,104.0,2.0,9.0,123.0
Ghost,Jamie-Lee,Germany,2016,English,26.0,11.0,,,
Utopian Land,Argo,Greece,2016,English,,0.0,1.0,16.0,44.0
Utopian Land,Argo,Greece,2016,Greek,,0.0,1.0,16.0,44.0
Pioneer,Freddie,Hungary,2016,English,19.0,108.0,1.0,4.0,197.0
Hear Them Calling,Greta Salóme,Iceland,2016,English,,0.0,1.0,14.0,51.0
Sunlight,Nicky Byrne,Ireland,2016,English,,0.0,2.0,15.0,46.0
Made of Stars,Hovi Star,Israel,2016,English,14.0,135.0,2.0,7.0,147.0
No Degree of Separation,Francesca Michielin,Italy,2016,Italian,16.0,124.0,,,
No Degree of Separation,Francesca Michielin,Italy,2016,English,16.0,124.0,,,
Heartbeat,Justs,Latvia,2016,English,15.0,132.0,2.0,8.0,132.0
I've Been Waiting for This Night,Donny Montell,Lithuania,2016,English,9.0,200.0,2.0,4.0,222.0
Walk on Water,Ira Losco,Malta,2016,English,12.0,153.0,1.0,3.0,209.0
Falling Stars,Lidia Isac,Moldova,2016,English,,0.0,1.0,17.0,33.0
The Real Thing,Highway,Montenegro,2016,English,,0.0,1.0,13.0,60.0
Slow Down,Douwe Bob,Netherlands,2016,English,11.0,153.0,1.0,5.0,197.0
Dona (Дона),Kaliopi,North Macedonia,2016,Macedonian,,0.0,2.0,11.0,88.0
Icebreaker,Agnete,Norway,2016,English,,0.0,2.0,13.0,63.0
Color of Your Life,Michał Szpak,Poland,2016,English,8.0,229.0,2.0,6.0,151.0
You Are the Only One,Sergey Lazarev,Russia,2016,English,3.0,491.0,1.0,1.0,342.0
I Didn't Know,Serhat,San Marino,2016,English,,0.0,1.0,12.0,68.0
Goodbye (Shelter),Sanja Vučić ZAA,Serbia,2016,English,18.0,115.0,2.0,10.0,105.0
Blue and Red,ManuElla,Slovenia,2016,English,,0.0,2.0,14.0,57.0
Say Yay!,Barei,Spain,2016,English,22.0,77.0,,,
If I Were Sorry,Frans,Sweden,2016,English,5.0,261.0,,,
The Last of Our Kind,Rykka,Switzerland,2016,English,,0.0,2.0,18.0,28.0
1944,Jamala,Ukraine,2016,English,1.0,534.0,2.0,2.0,287.0
1944,Jamala,Ukraine,2016,Crimean Tatar,1.0,534.0,2.0,2.0,287.0
You're Not Alone,Joe and Jake,United Kingdom,2016,English,24.0,62.0,,,
World,Lindita,Albania,2017,English,,0.0,1.0,14.0,76.0
Fly with Me,Artsvik,Armenia,2017,English,18.0,79.0,1.0,7.0,152.0
Don't Come Easy,Isaiah,Australia,2017,English,9.0,173.0,1.0,6.0,160.0
Running on Air,Nathan Trent,Austria,2017,English,16.0,93.0,2.0,7.0,147.0
Skeletons,Dihaj,Azerbaijan,2017,English,14.0,120.0,1.0,8.0,150.0
Story of My Life,Naviband,Belarus,2017,Belarusian,17.0,83.0,2.0,9.0,110.0
City Lights,Blanche,Belgium,2017,English,4.0,363.0,1.0,4.0,165.0
Beautiful Mess,Kristian Kostov,Bulgaria,2017,English,2.0,615.0,2.0,1.0,403.0
My Friend,Jacques Houdek,Croatia,2017,English,13.0,128.0,2.0,8.0,141.0
My Friend,Jacques Houdek,Croatia,2017,Italian,13.0,128.0,2.0,8.0,141.0
Gravity,Hovig,Cyprus,2017,English,21.0,68.0,1.0,5.0,164.0
My Turn,Martina Bárta,Czech Republic,2017,English,,0.0,1.0,13.0,83.0
Where I Am,Anja Nissen,Denmark,2017,English,20.0,77.0,2.0,10.0,101.0
Verona,Koit Toome and Laura,Estonia,2017,English,,0.0,2.0,14.0,85.0
Blackbird,Norma John,Finland,2017,English,,0.0,1.0,12.0,92.0
Requiem,Alma,France,2017,French,12.0,135.0,,,
Requiem,Alma,France,2017,English,12.0,135.0,,,
Keep the Faith,Tamara Gachechiladze,Georgia,2017,English,,0.0,1.0,11.0,99.0
Perfect Life,Levina,Germany,2017,English,25.0,6.0,,,
This Is Love,Demy,Greece,2017,English,19.0,77.0,1.0,10.0,115.0
Origo,Joci Pápai,Hungary,2017,Hungarian,8.0,200.0,2.0,2.0,231.0
Paper,Svala,Iceland,2017,English,,0.0,1.0,15.0,60.0
Dying to Try,Brendan Murray,Ireland,2017,English,,0.0,2.0,13.0,86.0
I Feel Alive,IMRI,Israel,2017,English,23.0,39.0,2.0,3.0,207.0
Occidentali's Karma,Francesco Gabbani,Italy,2017,Italian,6.0,334.0,,,
Line,Triana Park,Latvia,2017,English,,0.0,1.0,18.0,21.0
Rain of Revolution,Fusedmarc,Lithuania,2017,English,,0.0,2.0,17.0,42.0
Breathlessly,Claudia Faniello,Malta,2017,English,,0.0,2.0,16.0,55.0
"Hey, Mamma!",Sunstroke Project,Moldova,2017,English,3.0,374.0,1.0,2.0,291.0
Space,Slavko Kalezić,Montenegro,2017,English,,0.0,1.0,16.0,56.0
Lights and Shadows,O'G3NE,Netherlands,2017,English,11.0,150.0,2.0,4.0,200.0
Dance Alone,Jana Burčeska,North Macedonia,2017,English,,0.0,2.0,15.0,69.0
Grab the Moment,JOWST,Norway,2017,English,10.0,158.0,2.0,5.0,189.0
Flashlight,Kasia Moś,Poland,2017,English,22.0,64.0,1.0,9.0,119.0
Amar pelos dois,Salvador Sobral,Portugal,2017,Portuguese,1.0,758.0,1.0,1.0,370.0
Yodel It!,Ilinca ft. Alex Florea,Romania,2017,English,7.0,282.0,2.0,6.0,174.0
Spirit of the Night,Valentina Monetta and Jimmie Wilson,San Marino,2017,English,,0.0,2.0,18.0,1.0
In Too Deep,Tijana Bogićević,Serbia,2017,English,,0.0,2.0,11.0,98.0
On My Way,Omar Naber,Slovenia,2017,English,,0.0,1.0,17.0,36.0
Do It for Your Lover,Manel Navarro,Spain,2017,Spanish,26.0,5.0,,,
Do It for Your Lover,Manel Navarro,Spain,2017,English,26.0,5.0,,,
I Can't Go On,Robin Bengtsson,Sweden,2017,English,5.0,344.0,1.0,3.0,227.0
Apollo,Timebelle,Switzerland,2017,English,,0.0,2.0,12.0,97.0
Time,O.Torvald,Ukraine,2017,English,24.0,36.0,,,
Never Give Up on You,Lucie Jones,United Kingdom,2017,English,15.0,111.0,,,
Mall,Eugent Bushpepa,Albania,2018,Albanian,11.0,184.0,1.0,8.0,162.0
Qami (Քամի),Sevak Khanagyan,Armenia,2018,Armenian,,0.0,1.0,15.0,79.0
We Got Love,Jessica Mauboy,Australia,2018,English,20.0,99.0,2.0,4.0,212.0
Nobody but You,Cesár Sampson,Austria,2018,English,3.0,342.0,1.0,4.0,231.0
X My Heart,Aisel,Azerbaijan,2018,English,,0.0,1.0,11.0,94.0
Forever,Alekseev,Belarus,2018,English,,0.0,1.0,16.0,65.0
A Matter of Time,Sennek,Belgium,2018,English,,0.0,1.0,12.0,91.0
Bones,Equinox,Bulgaria,2018,English,14.0,166.0,1.0,7.0,177.0
Crazy,Franka,Croatia,2018,English,,0.0,1.0,17.0,63.0
Fuego,Eleni Foureira,Cyprus,2018,English,2.0,436.0,1.0,2.0,262.0
Lie to Me,Mikolas Josef,Czech Republic,2018,English,6.0,281.0,1.0,3.0,232.0
Higher Ground,Rasmussen,Denmark,2018,English,9.0,226.0,2.0,5.0,204.0
La forza,Elina Nechayeva,Estonia,2018,Italian,8.0,245.0,1.0,5.0,201.0
Monsters,Saara Aalto,Finland,2018,English,25.0,46.0,1.0,10.0,108.0
Mercy,Madame Monsieur,France,2018,French,13.0,173.0,,,
For You,Ethno-Jazz Band Iriao,Georgia,2018,Georgian,,0.0,2.0,18.0,24.0
You Let Me Walk Alone,Michael Schulte,Germany,2018,English,4.0,340.0,,,
Oniro mou (Όνειρό μου),Yianna Terzi,Greece,2018,Greek,,0.0,1.0,14.0,81.0
Viszlát nyár,AWS,Hungary,2018,Hungarian,21.0,93.0,2.0,10.0,111.0
Our Choice,Ari Ólafsson,Iceland,2018,English,,0.0,1.0,19.0,15.0
Together,Ryan O'Shaughnessy,Ireland,2018,English,16.0,136.0,1.0,6.0,179.0
Toy,Netta,Israel,2018,English,1.0,529.0,1.0,1.0,283.0
Non mi avete fatto niente,Ermal Meta & Fabrizio Moro,Italy,2018,Italian,5.0,308.0,,,
Funny Girl,Laura Rizzotto,Latvia,2018,English,,0.0,2.0,12.0,106.0
When We're Old,Ieva Zasimauskaitė,Lithuania,2018,English,12.0,181.0,1.0,9.0,119.0
Taboo,Christabelle,Malta,2018,English,,0.0,2.0,13.0,101.0
My Lucky Day,DoReDoS,Moldova,2018,English,10.0,209.0,2.0,3.0,235.0
Inje (Иње),Vanja Radovanović,Montenegro,2018,Montenegrin,,0.0,2.0,16.0,40.0
Outlaw in 'Em,Waylon,Netherlands,2018,English,18.0,121.0,2.0,7.0,174.0
Lost and Found,Eye Cue,North Macedonia,2018,English,,0.0,1.0,18.0,24.0
That's How You Write a Song,Alexander Rybak,Norway,2018,English,15.0,144.0,2.0,1.0,266.0
Light Me Up,Gromee feat. Lukas Meijer,Poland,2018,English,,0.0,2.0,14.0,81.0
O jardim,Cláudia Pascoal,Portugal,2018,Portuguese,26.0,39.0,,,
Goodbye,The Humans,Romania,2018,English,,0.0,2.0,11.0,107.0
I Won't Break,Julia Samoylova,Russia,2018,English,,0.0,2.0,15.0,65.0
Who We Are,Jessika feat. Jenifer Brening,San Marino,2018,English,,0.0,2.0,17.0,28.0
Nova deca (Нова деца),Sanja Ilić & Balkanika,Serbia,2018,Serbian,19.0,113.0,2.0,9.0,117.0
